"","V1","V2","V3","V4","V5","V6","V7","V8"
"12750",12504,18,46,NA,NA,NA,NA,NA
"12751",12505,23,24,40,41,NA,NA,NA
"12752",12506,4,33,NA,NA,NA,NA,NA
"12753",12507,1,23,25,26,39,44,NA
"12754",12508,1,14,18,NA,NA,NA,NA
"12755",12509,14,24,31,48,NA,NA,NA
"12756",12510,28,35,39,NA,NA,NA,NA
"12757",12511,5,39,44,NA,NA,NA,NA
"12758",12512,4,9,19,22,32,35,49
"12759",12513,4,10,16,18,25,32,33
"12760",45,NA,NA,NA,NA,NA,NA,NA
"12761",12514,18,22,35,NA,NA,NA,NA
"12762",12515,15,32,NA,NA,NA,NA,NA
"12763",12516,33,42,NA,NA,NA,NA,NA
"12764",12517,4,9,10,26,45,49,NA
"12765",12518,1,7,11,37,47,NA,NA
"12766",12519,0,7,48,NA,NA,NA,NA
"12767",12520,9,20,28,42,NA,NA,NA
"12768",12521,10,14,23,32,48,NA,NA
"12769",12522,16,17,28,33,42,45,NA
"12770",12523,1,19,NA,NA,NA,NA,NA
"12771",12524,19,29,31,NA,NA,NA,NA
"12772",12525,5,15,31,47,48,NA,NA
"12773",12526,3,43,NA,NA,NA,NA,NA
"12774",12527,0,7,15,20,42,NA,NA
"12775",12528,6,22,41,NA,NA,NA,NA
"12776",12529,3,49,NA,NA,NA,NA,NA
"12777",12530,0,2,46,NA,NA,NA,NA
"12778",12531,23,33,38,40,NA,NA,NA
"12779",12532,21,33,42,NA,NA,NA,NA
"12780",12533,1,11,33,42,NA,NA,NA
"12781",12534,16,20,26,30,34,NA,NA
"12782",12535,10,29,49,NA,NA,NA,NA
"12783",12536,18,32,NA,NA,NA,NA,NA
"12784",12537,2,33,42,NA,NA,NA,NA
"12785",12538,5,6,9,22,36,NA,NA
"12786",12539,14,27,28,NA,NA,NA,NA
"12787",12540,3,18,35,NA,NA,NA,NA
"12788",12541,23,24,40,41,43,NA,NA
"12789",12542,13,22,27,28,32,37,NA
"12790",12543,24,28,34,42,NA,NA,NA
"12791",12544,5,22,NA,NA,NA,NA,NA
"12792",12545,0,1,14,35,NA,NA,NA
"12793",12546,28,32,37,NA,NA,NA,NA
"12794",12547,17,25,29,47,NA,NA,NA
"12795",12548,8,33,38,42,NA,NA,NA
"12796",12549,17,18,22,NA,NA,NA,NA
"12797",12550,22,42,NA,NA,NA,NA,NA
"12798",12551,34,NA,NA,NA,NA,NA,NA
"12799",12552,22,48,NA,NA,NA,NA,NA
"12800",12553,4,34,37,NA,NA,NA,NA
"12801",12554,4,9,22,NA,NA,NA,NA
"12802",12555,15,20,36,44,47,NA,NA
"12803",12556,5,22,23,30,NA,NA,NA
"12804",12557,0,14,18,25,38,42,NA
"12805",12558,6,7,42,48,NA,NA,NA
"12806",12559,15,38,NA,NA,NA,NA,NA
"12807",12560,0,11,15,37,44,47,NA
"12808",12561,15,23,44,NA,NA,NA,NA
"12809",12562,27,28,35,47,NA,NA,NA
"12810",12563,1,27,38,NA,NA,NA,NA
"12811",12564,0,23,28,29,47,48,NA
"12812",12565,0,8,27,28,29,NA,NA
"12813",12566,0,27,28,NA,NA,NA,NA
"12814",12567,3,18,35,42,NA,NA,NA
"12815",12568,1,12,30,NA,NA,NA,NA
"12816",12569,2,31,39,48,NA,NA,NA
"12817",12570,8,42,NA,NA,NA,NA,NA
"12818",12571,12,31,36,48,NA,NA,NA
"12819",12572,5,22,23,31,43,NA,NA
"12820",12573,7,15,29,36,49,NA,NA
"12821",12574,2,13,NA,NA,NA,NA,NA
"12822",12575,5,12,15,NA,NA,NA,NA
"12823",12576,23,24,40,41,43,NA,NA
"12824",12577,2,11,14,NA,NA,NA,NA
"12825",12578,16,32,45,NA,NA,NA,NA
"12826",12579,25,32,33,42,NA,NA,NA
"12827",12580,23,30,NA,NA,NA,NA,NA
"12828",12581,0,1,19,23,NA,NA,NA
"12829",12582,33,42,NA,NA,NA,NA,NA
"12830",12583,4,9,11,30,41,NA,NA
"12831",12584,24,27,30,NA,NA,NA,NA
"12832",12585,40,47,NA,NA,NA,NA,NA
"12833",12586,4,9,34,NA,NA,NA,NA
"12834",12587,12,31,36,48,NA,NA,NA
"12835",12588,17,NA,NA,NA,NA,NA,NA
"12836",12589,27,28,NA,NA,NA,NA,NA
"12837",12590,4,9,NA,NA,NA,NA,NA
"12838",12591,44,NA,NA,NA,NA,NA,NA
"12839",12592,5,22,NA,NA,NA,NA,NA
"12840",12593,9,12,30,NA,NA,NA,NA
"12841",12594,14,NA,NA,NA,NA,NA,NA
"12842",12595,28,41,42,NA,NA,NA,NA
"12843",12596,2,14,44,NA,NA,NA,NA
"12844",12597,1,19,21,35,NA,NA,NA
"12845",12598,1,22,28,NA,NA,NA,NA
"12846",12599,0,2,8,17,31,46,NA
"12847",12600,16,32,33,40,45,NA,NA
"12848",12601,2,12,21,25,28,40,NA
"12849",12602,7,11,37,45,NA,NA,NA
"12850",12603,12,31,36,48,NA,NA,NA
"12851",12604,23,24,40,41,43,NA,NA
"12852",12605,2,19,20,25,27,30,40
"12853",12606,16,32,45,NA,NA,NA,NA
"12854",12607,1,2,34,NA,NA,NA,NA
"12855",12608,4,9,NA,NA,NA,NA,NA
"12856",12609,16,32,NA,NA,NA,NA,NA
"12857",12610,0,2,4,23,41,46,NA
"12858",12611,6,30,34,42,NA,NA,NA
"12859",12612,3,16,40,NA,NA,NA,NA
"12860",12613,32,39,44,NA,NA,NA,NA
"12861",12614,3,18,35,NA,NA,NA,NA
"12862",12615,28,38,44,NA,NA,NA,NA
"12863",12616,15,16,25,42,44,46,49
"12864",12617,3,33,NA,NA,NA,NA,NA
"12865",12618,30,33,41,43,46,NA,NA
"12866",12619,17,41,44,NA,NA,NA,NA
"12867",12620,0,28,NA,NA,NA,NA,NA
"12868",12621,0,2,46,NA,NA,NA,NA
"12869",12622,40,NA,NA,NA,NA,NA,NA
"12870",12623,16,32,NA,NA,NA,NA,NA
"12871",12624,18,35,NA,NA,NA,NA,NA
"12872",12625,27,28,31,NA,NA,NA,NA
"12873",12626,0,2,18,25,43,46,NA
"12874",12627,33,42,NA,NA,NA,NA,NA
"12875",12628,1,10,16,17,19,24,34
"12876",49,NA,NA,NA,NA,NA,NA,NA
"12877",12629,4,9,NA,NA,NA,NA,NA
"12878",12630,0,2,46,NA,NA,NA,NA
"12879",12631,8,38,NA,NA,NA,NA,NA
"12880",12632,7,13,15,49,NA,NA,NA
"12881",12633,1,32,NA,NA,NA,NA,NA
"12882",12634,1,19,23,29,NA,NA,NA
"12883",12635,33,39,47,NA,NA,NA,NA
"12884",12636,10,31,40,NA,NA,NA,NA
"12885",12637,5,12,13,22,35,NA,NA
"12886",12638,7,15,19,27,NA,NA,NA
"12887",12639,33,42,NA,NA,NA,NA,NA
"12888",12640,0,5,21,35,NA,NA,NA
"12889",12641,4,8,10,28,31,NA,NA
"12890",12642,7,15,16,49,NA,NA,NA
"12891",12643,8,12,45,NA,NA,NA,NA
"12892",12644,7,15,49,NA,NA,NA,NA
"12893",12645,7,9,NA,NA,NA,NA,NA
"12894",12646,1,8,19,NA,NA,NA,NA
"12895",12647,19,25,27,28,NA,NA,NA
"12896",12648,16,32,44,45,NA,NA,NA
"12897",12649,0,3,30,38,NA,NA,NA
"12898",12650,1,6,7,22,32,33,46
"12899",12651,12,31,36,NA,NA,NA,NA
"12900",12652,6,17,18,26,39,42,45
"12901",46,NA,NA,NA,NA,NA,NA,NA
"12902",12653,4,9,20,NA,NA,NA,NA
"12903",12654,33,42,NA,NA,NA,NA,NA
"12904",12655,4,9,18,49,NA,NA,NA
"12905",12656,27,28,42,NA,NA,NA,NA
"12906",12657,16,32,45,NA,NA,NA,NA
"12907",12658,34,42,48,NA,NA,NA,NA
"12908",12659,1,19,24,32,NA,NA,NA
"12909",12660,6,21,NA,NA,NA,NA,NA
"12910",12661,1,40,43,NA,NA,NA,NA
"12911",12662,7,15,NA,NA,NA,NA,NA
"12912",12663,5,10,15,17,24,47,NA
"12913",12664,12,31,36,48,NA,NA,NA
"12914",12665,35,38,NA,NA,NA,NA,NA
"12915",12666,16,27,28,NA,NA,NA,NA
"12916",12667,4,8,9,NA,NA,NA,NA
"12917",12668,4,9,NA,NA,NA,NA,NA
"12918",12669,12,31,36,48,NA,NA,NA
"12919",12670,4,9,NA,NA,NA,NA,NA
"12920",12671,3,18,35,NA,NA,NA,NA
"12921",12672,2,8,9,34,39,NA,NA
"12922",12673,1,14,16,37,38,46,NA
"12923",12674,27,32,43,44,NA,NA,NA
"12924",12675,33,42,NA,NA,NA,NA,NA
"12925",12676,46,NA,NA,NA,NA,NA,NA
"12926",12677,15,44,NA,NA,NA,NA,NA
"12927",12678,10,22,NA,NA,NA,NA,NA
"12928",12679,4,34,35,37,38,49,NA
"12929",12680,7,14,27,44,NA,NA,NA
"12930",12681,0,2,12,41,44,46,48
"12931",12682,17,29,47,NA,NA,NA,NA
"12932",12683,1,19,29,32,NA,NA,NA
"12933",12684,5,22,NA,NA,NA,NA,NA
"12934",12685,11,26,35,38,47,NA,NA
"12935",12686,1,19,NA,NA,NA,NA,NA
"12936",12687,0,5,32,43,44,47,NA
"12937",12688,7,14,44,NA,NA,NA,NA
"12938",12689,4,9,40,NA,NA,NA,NA
"12939",12690,27,28,32,NA,NA,NA,NA
"12940",12691,12,18,35,49,NA,NA,NA
"12941",12692,20,46,NA,NA,NA,NA,NA
"12942",12693,5,22,38,NA,NA,NA,NA
"12943",12694,3,18,35,NA,NA,NA,NA
"12944",12695,0,4,9,36,NA,NA,NA
"12945",12696,0,2,46,NA,NA,NA,NA
"12946",12697,4,17,23,41,NA,NA,NA
"12947",12698,0,2,46,NA,NA,NA,NA
"12948",12699,12,21,31,36,NA,NA,NA
"12949",12700,30,NA,NA,NA,NA,NA,NA
"12950",12701,23,24,40,41,43,NA,NA
"12951",12702,5,22,44,NA,NA,NA,NA
"12952",12703,23,24,40,41,43,NA,NA
"12953",12704,6,14,23,NA,NA,NA,NA
"12954",12705,7,15,49,NA,NA,NA,NA
"12955",12706,16,30,32,45,NA,NA,NA
"12956",12707,7,25,31,34,43,NA,NA
"12957",12708,0,11,15,37,40,NA,NA
"12958",12709,27,36,NA,NA,NA,NA,NA
"12959",12710,16,18,31,NA,NA,NA,NA
"12960",12711,0,8,9,24,NA,NA,NA
"12961",12712,0,2,30,43,46,49,NA
"12962",12713,7,15,23,49,NA,NA,NA
"12963",12714,5,21,35,NA,NA,NA,NA
"12964",12715,10,15,24,28,NA,NA,NA
"12965",12716,0,7,14,18,34,45,NA
"12966",12717,34,37,NA,NA,NA,NA,NA
"12967",12718,0,1,2,5,40,45,NA
"12968",12719,14,44,NA,NA,NA,NA,NA
"12969",12720,4,36,49,NA,NA,NA,NA
"12970",12721,4,27,28,NA,NA,NA,NA
"12971",12722,3,18,35,NA,NA,NA,NA
"12972",12723,1,10,NA,NA,NA,NA,NA
"12973",12724,12,14,NA,NA,NA,NA,NA
"12974",12725,3,6,11,NA,NA,NA,NA
"12975",12726,12,31,36,48,NA,NA,NA
"12976",12727,5,22,NA,NA,NA,NA,NA
"12977",12728,9,27,28,42,43,NA,NA
"12978",12729,14,17,27,29,47,NA,NA
"12979",12730,33,36,38,42,47,NA,NA
"12980",12731,22,NA,NA,NA,NA,NA,NA
"12981",12732,4,9,35,37,47,NA,NA
"12982",12733,1,9,NA,NA,NA,NA,NA
"12983",12734,6,9,NA,NA,NA,NA,NA
"12984",12735,1,7,17,19,30,37,47
"12985",12736,1,14,19,29,NA,NA,NA
"12986",12737,13,16,32,NA,NA,NA,NA
"12987",12738,12,29,31,NA,NA,NA,NA
"12988",12739,0,10,NA,NA,NA,NA,NA
"12989",12740,0,2,46,NA,NA,NA,NA
"12990",12741,7,15,21,49,NA,NA,NA
"12991",12742,21,23,24,40,41,43,45
"12992",12743,5,10,32,36,43,48,NA
"12993",12744,5,19,40,NA,NA,NA,NA
"12994",12745,21,47,49,NA,NA,NA,NA
"12995",12746,15,35,48,NA,NA,NA,NA
"12996",12747,0,3,7,NA,NA,NA,NA
"12997",12748,11,34,36,37,44,NA,NA
"12998",12749,1,7,24,37,39,47,NA
"12999",12750,5,6,32,NA,NA,NA,NA
"13000",12751,1,19,NA,NA,NA,NA,NA
"13001",12752,40,NA,NA,NA,NA,NA,NA
"13002",12753,28,41,NA,NA,NA,NA,NA
"13003",12754,14,20,35,43,44,NA,NA
"13004",12755,14,17,18,25,46,47,NA
"13005",12756,23,24,40,41,43,NA,NA
"13006",12757,17,24,27,NA,NA,NA,NA
"13007",12758,11,17,19,20,30,NA,NA
"13008",12759,5,16,22,48,NA,NA,NA
"13009",12760,3,18,27,35,NA,NA,NA
"13010",12761,4,16,19,26,33,34,NA
"13011",12762,1,30,33,40,42,NA,NA
"13012",12763,17,29,31,47,NA,NA,NA
"13013",12764,17,29,47,NA,NA,NA,NA
"13014",12765,0,2,14,40,46,NA,NA
"13015",12766,16,32,45,NA,NA,NA,NA
"13016",12767,1,9,18,21,27,29,NA
"13017",12768,1,2,4,13,16,NA,NA
"13018",12769,7,15,17,49,NA,NA,NA
"13019",12770,4,NA,NA,NA,NA,NA,NA
"13020",12771,0,46,NA,NA,NA,NA,NA
"13021",12772,21,33,NA,NA,NA,NA,NA
"13022",12773,16,32,45,NA,NA,NA,NA
"13023",12774,12,31,36,48,NA,NA,NA
"13024",12775,37,40,48,NA,NA,NA,NA
"13025",12776,3,6,18,33,42,NA,NA
"13026",12777,19,27,28,NA,NA,NA,NA
"13027",12778,7,29,46,NA,NA,NA,NA
"13028",12779,7,27,28,35,NA,NA,NA
"13029",12780,3,18,35,NA,NA,NA,NA
"13030",12781,14,28,29,NA,NA,NA,NA
"13031",12782,5,11,22,24,NA,NA,NA
"13032",12783,7,15,49,NA,NA,NA,NA
"13033",12784,4,29,48,NA,NA,NA,NA
"13034",12785,7,15,49,NA,NA,NA,NA
"13035",12786,5,32,35,NA,NA,NA,NA
"13036",12787,12,33,48,NA,NA,NA,NA
"13037",12788,4,8,11,37,41,NA,NA
"13038",12789,7,11,37,45,NA,NA,NA
"13039",12790,33,42,NA,NA,NA,NA,NA
"13040",12791,7,11,37,45,NA,NA,NA
"13041",12792,0,34,46,NA,NA,NA,NA
"13042",12793,16,32,45,NA,NA,NA,NA
"13043",12794,1,5,7,19,NA,NA,NA
"13044",12795,4,8,16,25,31,36,NA
"13045",12796,7,18,24,35,49,NA,NA
"13046",12797,22,23,36,NA,NA,NA,NA
"13047",12798,18,35,NA,NA,NA,NA,NA
"13048",12799,7,13,20,31,32,NA,NA
"13049",12800,25,26,28,34,38,42,43
"13050",47,NA,NA,NA,NA,NA,NA,NA
"13051",12801,34,NA,NA,NA,NA,NA,NA
"13052",12802,27,28,NA,NA,NA,NA,NA
"13053",12803,16,32,45,NA,NA,NA,NA
"13054",12804,15,23,NA,NA,NA,NA,NA
"13055",12805,16,30,32,NA,NA,NA,NA
"13056",12806,6,NA,NA,NA,NA,NA,NA
"13057",12807,7,10,46,NA,NA,NA,NA
"13058",12808,6,11,NA,NA,NA,NA,NA
"13059",12809,32,37,42,NA,NA,NA,NA
"13060",12810,0,2,12,27,28,34,46
"13061",12811,14,37,NA,NA,NA,NA,NA
"13062",12812,41,49,NA,NA,NA,NA,NA
"13063",12813,5,13,38,46,NA,NA,NA
"13064",12814,14,47,NA,NA,NA,NA,NA
"13065",12815,14,27,44,48,NA,NA,NA
"13066",12816,33,42,NA,NA,NA,NA,NA
"13067",12817,8,42,NA,NA,NA,NA,NA
"13068",12818,12,31,36,NA,NA,NA,NA
"13069",12819,21,24,33,41,NA,NA,NA
"13070",12820,14,38,44,NA,NA,NA,NA
"13071",12821,5,10,22,29,44,NA,NA
"13072",12822,2,4,27,28,NA,NA,NA
"13073",12823,17,29,47,NA,NA,NA,NA
"13074",12824,3,18,35,NA,NA,NA,NA
"13075",12825,7,11,27,37,39,42,45
"13076",12826,5,17,42,NA,NA,NA,NA
"13077",12827,3,47,NA,NA,NA,NA,NA
"13078",12828,8,16,27,38,47,NA,NA
"13079",12829,7,11,37,45,NA,NA,NA
"13080",12830,12,31,36,48,NA,NA,NA
"13081",12831,0,14,23,33,46,NA,NA
"13082",12832,27,28,NA,NA,NA,NA,NA
"13083",12833,4,9,17,21,NA,NA,NA
"13084",12834,27,28,29,NA,NA,NA,NA
"13085",12835,22,34,38,44,45,47,NA
"13086",12836,3,18,35,NA,NA,NA,NA
"13087",12837,0,2,9,33,46,NA,NA
"13088",12838,18,20,21,NA,NA,NA,NA
"13089",12839,0,2,46,NA,NA,NA,NA
"13090",12840,3,14,18,23,35,40,NA
"13091",12841,7,11,37,NA,NA,NA,NA
"13092",12842,4,14,44,NA,NA,NA,NA
"13093",12843,7,11,37,45,NA,NA,NA
"13094",12844,4,6,15,19,NA,NA,NA
"13095",12845,4,NA,NA,NA,NA,NA,NA
"13096",12846,3,18,35,NA,NA,NA,NA
"13097",12847,0,7,11,29,32,37,45
"13098",12848,42,NA,NA,NA,NA,NA,NA
"13099",12849,7,11,37,45,NA,NA,NA
"13100",12850,22,47,48,NA,NA,NA,NA
"13101",12851,4,12,18,21,49,NA,NA
"13102",12852,1,10,19,33,34,NA,NA
"13103",12853,2,14,19,27,39,NA,NA
"13104",12854,0,7,11,13,37,43,NA
"13105",12855,15,29,31,40,NA,NA,NA
"13106",12856,0,7,15,NA,NA,NA,NA
"13107",12857,16,38,NA,NA,NA,NA,NA
"13108",12858,25,26,28,32,37,NA,NA
"13109",12859,6,33,44,45,49,NA,NA
"13110",12860,0,34,NA,NA,NA,NA,NA
"13111",12861,5,9,18,22,NA,NA,NA
"13112",12862,28,NA,NA,NA,NA,NA,NA
"13113",12863,8,18,22,33,35,NA,NA
"13114",12864,25,28,46,NA,NA,NA,NA
"13115",12865,33,38,42,NA,NA,NA,NA
"13116",12866,27,28,NA,NA,NA,NA,NA
"13117",12867,1,3,4,16,20,28,32
"13118",37,NA,NA,NA,NA,NA,NA,NA
"13119",12868,28,41,NA,NA,NA,NA,NA
"13120",12869,8,26,41,48,NA,NA,NA
"13121",12870,6,29,36,NA,NA,NA,NA
"13122",12871,14,29,44,NA,NA,NA,NA
"13123",12872,14,44,NA,NA,NA,NA,NA
"13124",12873,7,14,16,26,30,46,NA
"13125",12874,1,19,NA,NA,NA,NA,NA
"13126",12875,24,26,41,46,NA,NA,NA
"13127",12876,33,42,NA,NA,NA,NA,NA
"13128",12877,25,33,42,NA,NA,NA,NA
"13129",12878,0,7,27,28,46,NA,NA
"13130",12879,8,13,14,20,32,NA,NA
"13131",12880,31,44,45,NA,NA,NA,NA
"13132",12881,15,41,49,NA,NA,NA,NA
"13133",12882,28,36,NA,NA,NA,NA,NA
"13134",12883,8,9,21,32,36,NA,NA
"13135",12884,6,16,25,NA,NA,NA,NA
"13136",12885,15,22,39,47,NA,NA,NA
"13137",12886,3,20,43,NA,NA,NA,NA
"13138",12887,5,27,28,NA,NA,NA,NA
"13139",12888,1,19,21,40,NA,NA,NA
"13140",12889,0,5,44,NA,NA,NA,NA
"13141",12890,7,11,37,45,NA,NA,NA
"13142",12891,15,42,45,NA,NA,NA,NA
"13143",12892,22,26,48,NA,NA,NA,NA
"13144",12893,2,29,38,48,NA,NA,NA
"13145",12894,10,14,16,19,27,39,44
"13146",12895,1,4,9,11,13,15,NA
"13147",12896,1,19,NA,NA,NA,NA,NA
"13148",12897,12,33,42,NA,NA,NA,NA
"13149",12898,0,4,9,NA,NA,NA,NA
"13150",12899,3,18,35,NA,NA,NA,NA
"13151",12900,1,19,40,NA,NA,NA,NA
"13152",12901,16,32,45,NA,NA,NA,NA
"13153",12902,1,2,19,44,NA,NA,NA
"13154",12903,38,NA,NA,NA,NA,NA,NA
"13155",12904,1,27,30,NA,NA,NA,NA
"13156",12905,0,6,13,16,35,46,NA
"13157",12906,5,22,NA,NA,NA,NA,NA
"13158",12907,24,36,NA,NA,NA,NA,NA
"13159",12908,10,33,42,NA,NA,NA,NA
"13160",12909,4,9,45,NA,NA,NA,NA
"13161",12910,5,22,NA,NA,NA,NA,NA
"13162",12911,11,28,33,34,NA,NA,NA
"13163",12912,7,10,11,19,23,34,NA
"13164",12913,2,NA,NA,NA,NA,NA,NA
"13165",12914,7,24,40,NA,NA,NA,NA
"13166",12915,4,9,11,22,NA,NA,NA
"13167",12916,27,28,NA,NA,NA,NA,NA
"13168",12917,7,11,37,45,NA,NA,NA
"13169",12918,6,10,14,18,21,29,41
"13170",43,NA,NA,NA,NA,NA,NA,NA
"13171",12919,0,4,9,10,20,22,23
"13172",41,NA,NA,NA,NA,NA,NA,NA
"13173",12920,7,11,30,37,45,NA,NA
"13174",12921,0,2,46,NA,NA,NA,NA
"13175",12922,4,5,9,22,25,NA,NA
"13176",12923,0,8,31,40,NA,NA,NA
"13177",12924,25,43,NA,NA,NA,NA,NA
"13178",12925,18,35,36,43,44,NA,NA
"13179",12926,11,23,34,39,46,47,NA
"13180",12927,19,NA,NA,NA,NA,NA,NA
"13181",12928,20,27,33,35,36,NA,NA
"13182",12929,34,38,39,40,42,NA,NA
"13183",12930,10,16,43,NA,NA,NA,NA
"13184",12931,28,NA,NA,NA,NA,NA,NA
"13185",12932,8,27,28,NA,NA,NA,NA
"13186",12933,23,NA,NA,NA,NA,NA,NA
"13187",12934,0,2,46,NA,NA,NA,NA
"13188",12935,0,32,37,39,NA,NA,NA
"13189",12936,0,2,46,NA,NA,NA,NA
"13190",12937,4,14,16,20,25,NA,NA
"13191",12938,3,NA,NA,NA,NA,NA,NA
"13192",12939,22,23,28,NA,NA,NA,NA
"13193",12940,3,13,18,35,NA,NA,NA
"13194",12941,4,9,38,42,NA,NA,NA
"13195",12942,0,5,8,14,22,31,36
"13196",12943,7,9,15,38,NA,NA,NA
"13197",12944,1,8,19,30,42,49,NA
"13198",12945,1,34,39,NA,NA,NA,NA
"13199",12946,4,9,NA,NA,NA,NA,NA
"13200",12947,3,18,35,46,NA,NA,NA
"13201",12948,2,24,42,NA,NA,NA,NA
"13202",12949,0,2,46,NA,NA,NA,NA
"13203",12950,9,10,24,45,NA,NA,NA
"13204",12951,10,28,NA,NA,NA,NA,NA
"13205",12952,23,36,NA,NA,NA,NA,NA
"13206",12953,4,25,34,37,NA,NA,NA
"13207",12954,0,1,22,24,NA,NA,NA
"13208",12955,5,15,37,43,NA,NA,NA
"13209",12956,16,32,NA,NA,NA,NA,NA
"13210",12957,17,43,46,47,NA,NA,NA
"13211",12958,16,32,35,NA,NA,NA,NA
"13212",12959,14,38,44,NA,NA,NA,NA
"13213",12960,5,7,22,40,NA,NA,NA
"13214",12961,1,19,22,38,NA,NA,NA
"13215",12962,0,2,4,46,NA,NA,NA
"13216",12963,9,18,23,32,NA,NA,NA
"13217",12964,14,44,NA,NA,NA,NA,NA
"13218",12965,23,26,28,NA,NA,NA,NA
"13219",12966,1,3,35,NA,NA,NA,NA
"13220",12967,27,42,43,NA,NA,NA,NA
"13221",12968,0,2,46,NA,NA,NA,NA
"13222",12969,23,24,40,41,43,NA,NA
"13223",12970,7,8,28,31,NA,NA,NA
"13224",12971,26,27,30,37,45,NA,NA
"13225",12972,1,30,NA,NA,NA,NA,NA
"13226",12973,4,9,NA,NA,NA,NA,NA
"13227",12974,8,15,27,28,42,NA,NA
"13228",12975,17,29,47,NA,NA,NA,NA
"13229",12976,3,18,35,NA,NA,NA,NA
"13230",12977,2,24,NA,NA,NA,NA,NA
"13231",12978,13,19,32,40,NA,NA,NA
"13232",12979,0,2,46,NA,NA,NA,NA
"13233",12980,7,16,32,45,NA,NA,NA
"13234",12981,12,16,24,NA,NA,NA,NA
"13235",12982,0,13,15,32,41,47,NA
"13236",12983,4,13,28,49,NA,NA,NA
"13237",12984,5,22,NA,NA,NA,NA,NA
"13238",12985,7,11,15,21,36,39,49
"13239",12986,4,9,NA,NA,NA,NA,NA
"13240",12987,17,29,47,NA,NA,NA,NA
"13241",12988,11,30,41,44,NA,NA,NA
"13242",12989,1,19,37,46,49,NA,NA
"13243",12990,12,31,36,48,NA,NA,NA
"13244",12991,13,27,28,NA,NA,NA,NA
"13245",12992,24,NA,NA,NA,NA,NA,NA
"13246",12993,14,27,31,NA,NA,NA,NA
"13247",12994,33,42,47,NA,NA,NA,NA
"13248",12995,4,9,15,42,NA,NA,NA
"13249",12996,17,21,29,47,NA,NA,NA
"13250",12997,4,9,19,NA,NA,NA,NA
"13251",12998,4,5,22,24,45,NA,NA
"13252",12999,7,15,49,NA,NA,NA,NA
"13253",13000,0,2,46,NA,NA,NA,NA
"13254",13001,3,9,29,41,46,NA,NA
"13255",13002,3,33,42,48,NA,NA,NA
"13256",13003,27,28,46,NA,NA,NA,NA
"13257",13004,6,12,14,28,40,NA,NA
"13258",13005,5,16,17,22,34,38,40
"13259",41,NA,NA,NA,NA,NA,NA,NA
"13260",13006,16,32,45,NA,NA,NA,NA
"13261",13007,0,16,32,45,NA,NA,NA
"13262",13008,14,16,29,30,43,NA,NA
"13263",13009,16,20,NA,NA,NA,NA,NA
"13264",13010,5,6,28,37,45,48,NA
"13265",13011,7,12,19,44,NA,NA,NA
"13266",13012,7,11,22,37,NA,NA,NA
"13267",13013,4,9,21,35,39,42,NA
"13268",13014,1,27,28,43,NA,NA,NA
"13269",13015,5,17,22,35,47,NA,NA
"13270",13016,17,29,47,NA,NA,NA,NA
"13271",13017,5,26,42,48,49,NA,NA
"13272",13018,7,11,37,45,NA,NA,NA
"13273",13019,4,14,44,NA,NA,NA,NA
"13274",13020,14,16,38,44,47,NA,NA
"13275",13021,17,43,44,NA,NA,NA,NA
"13276",13022,16,19,38,NA,NA,NA,NA
"13277",13023,33,42,NA,NA,NA,NA,NA
"13278",13024,16,40,41,47,NA,NA,NA
"13279",13025,4,34,36,NA,NA,NA,NA
"13280",13026,36,NA,NA,NA,NA,NA,NA
"13281",13027,16,32,45,NA,NA,NA,NA
"13282",13028,1,35,40,48,NA,NA,NA
"13283",13029,33,NA,NA,NA,NA,NA,NA
"13284",13030,14,44,NA,NA,NA,NA,NA
"13285",13031,1,33,42,NA,NA,NA,NA
"13286",13032,0,9,39,40,NA,NA,NA
"13287",13033,35,37,46,NA,NA,NA,NA
"13288",13034,7,12,25,29,45,NA,NA
"13289",13035,6,7,16,28,35,36,40
"13290",13036,10,47,49,NA,NA,NA,NA
"13291",13037,3,24,30,34,40,NA,NA
"13292",13038,8,14,30,35,42,44,NA
"13293",13039,0,2,46,NA,NA,NA,NA
"13294",13040,5,23,29,41,NA,NA,NA
"13295",13041,3,18,22,25,35,49,NA
"13296",13042,20,25,33,NA,NA,NA,NA
"13297",13043,1,19,NA,NA,NA,NA,NA
"13298",13044,17,29,47,NA,NA,NA,NA
"13299",13045,5,22,30,38,NA,NA,NA
"13300",13046,7,15,49,NA,NA,NA,NA
"13301",13047,16,40,48,NA,NA,NA,NA
"13302",13048,5,21,22,30,46,NA,NA
"13303",13049,33,41,NA,NA,NA,NA,NA
"13304",13050,19,22,49,NA,NA,NA,NA
"13305",13051,19,40,47,NA,NA,NA,NA
"13306",13052,5,18,22,39,NA,NA,NA
"13307",13053,16,17,32,45,NA,NA,NA
"13308",13054,5,19,42,47,NA,NA,NA
"13309",13055,15,19,27,NA,NA,NA,NA
"13310",13056,7,15,49,NA,NA,NA,NA
"13311",13057,12,31,36,48,NA,NA,NA
"13312",13058,18,NA,NA,NA,NA,NA,NA
"13313",13059,12,13,16,23,27,45,46
"13314",13060,0,2,46,NA,NA,NA,NA
"13315",13061,16,32,45,NA,NA,NA,NA
"13316",13062,0,2,46,NA,NA,NA,NA
"13317",13063,5,9,16,19,NA,NA,NA
"13318",13064,11,23,25,28,47,NA,NA
"13319",13065,5,9,23,25,44,NA,NA
"13320",13066,27,28,NA,NA,NA,NA,NA
