"","V1","V2","V3","V4","V5"
"47739",39276,18,26,NA,NA
"47740",39277,1,19,29,36
"47741",43,NA,NA,NA,NA
"47742",39278,3,6,NA,NA
"47743",39279,5,17,22,26
"47744",32,42,44,NA,NA
"47745",39280,1,19,NA,NA
"47746",39281,1,3,18,35
"47747",39282,7,47,NA,NA
"47748",39283,27,28,NA,NA
"47749",39284,1,49,NA,NA
"47750",39285,4,9,14,23
"47751",39286,9,37,47,NA
"47752",39287,30,33,44,NA
"47753",39288,3,13,32,NA
"47754",39289,9,16,NA,NA
"47755",39290,12,17,29,47
"47756",39291,3,17,48,NA
"47757",39292,14,44,NA,NA
"47758",39293,14,44,NA,NA
"47759",39294,25,27,38,NA
"47760",39295,4,9,NA,NA
"47761",39296,5,22,NA,NA
"47762",39297,1,NA,NA,NA
"47763",39298,30,35,40,43
"47764",39299,16,32,45,NA
"47765",39300,1,20,35,42
"47766",39301,16,32,45,NA
"47767",39302,19,31,36,NA
"47768",39303,18,24,26,35
"47769",48,NA,NA,NA,NA
"47770",39304,33,42,NA,NA
"47771",39305,2,13,26,NA
"47772",39306,18,20,24,42
"47773",48,NA,NA,NA,NA
"47774",39307,16,32,45,NA
"47775",39308,2,12,29,39
"47776",39309,10,12,15,22
"47777",37,45,NA,NA,NA
"47778",39310,14,44,46,NA
"47779",39311,5,22,39,44
"47780",39312,0,2,37,46
"47781",39313,1,12,31,36
"47782",48,NA,NA,NA,NA
"47783",39314,16,32,45,NA
"47784",39315,1,7,11,23
"47785",24,29,37,NA,NA
"47786",39316,1,12,13,NA
"47787",39317,9,43,47,NA
"47788",39318,29,34,NA,NA
"47789",39319,4,12,15,17
"47790",47,NA,NA,NA,NA
"47791",39320,33,42,NA,NA
"47792",39321,2,44,NA,NA
"47793",39322,8,20,NA,NA
"47794",39323,5,20,32,36
"47795",39324,7,11,37,45
"47796",39325,15,19,23,32
"47797",37,NA,NA,NA,NA
"47798",39326,4,29,40,NA
"47799",39327,1,20,28,NA
"47800",39328,17,27,NA,NA
"47801",39329,2,19,47,NA
"47802",39330,1,19,NA,NA
"47803",39331,42,47,NA,NA
"47804",39332,3,18,35,NA
"47805",39333,0,2,5,22
"47806",42,NA,NA,NA,NA
"47807",39334,3,12,31,36
"47808",48,NA,NA,NA,NA
"47809",39335,0,2,17,20
"47810",38,NA,NA,NA,NA
"47811",39336,33,42,NA,NA
"47812",39337,12,22,33,47
"47813",39338,3,18,27,35
"47814",42,NA,NA,NA,NA
"47815",39339,0,14,23,24
"47816",25,30,32,40,NA
"47817",39340,7,15,20,49
"47818",39341,11,17,24,29
"47819",42,NA,NA,NA,NA
"47820",39342,17,23,25,NA
"47821",39343,12,19,40,NA
"47822",39344,1,5,18,29
"47823",40,NA,NA,NA,NA
"47824",39345,7,11,37,45
"47825",39346,9,12,38,NA
"47826",39347,11,34,44,NA
"47827",39348,18,37,45,NA
"47828",39349,14,22,28,NA
"47829",39350,9,14,27,44
"47830",39351,16,32,45,NA
"47831",39352,7,11,37,45
"47832",39353,46,NA,NA,NA
"47833",39354,18,28,37,44
"47834",39355,7,15,NA,NA
"47835",39356,4,22,27,NA
"47836",39357,14,25,NA,NA
"47837",39358,14,27,44,NA
"47838",39359,0,2,46,NA
"47839",39360,10,26,42,45
"47840",39361,1,19,NA,NA
"47841",39362,17,19,21,23
"47842",28,43,NA,NA,NA
"47843",39363,4,9,NA,NA
"47844",39364,5,7,12,22
"47845",30,45,NA,NA,NA
"47846",39365,0,46,NA,NA
"47847",39366,33,42,49,NA
"47848",39367,26,28,NA,NA
"47849",39368,1,8,14,19
"47850",45,NA,NA,NA,NA
"47851",39369,23,35,42,NA
"47852",39370,4,9,NA,NA
"47853",39371,2,6,12,28
"47854",31,NA,NA,NA,NA
"47855",39372,23,24,40,41
"47856",43,NA,NA,NA,NA
"47857",39373,42,NA,NA,NA
"47858",39374,6,41,NA,NA
"47859",39375,23,24,40,41
"47860",43,NA,NA,NA,NA
"47861",39376,22,31,39,42
"47862",48,NA,NA,NA,NA
"47863",39377,18,26,29,33
"47864",42,44,46,NA,NA
"47865",39378,7,NA,NA,NA
"47866",39379,3,17,18,35
"47867",39380,4,28,29,40
"47868",39381,5,22,47,NA
"47869",39382,16,32,45,NA
"47870",39383,30,NA,NA,NA
"47871",39384,6,37,NA,NA
"47872",39385,10,46,NA,NA
"47873",39386,1,24,NA,NA
"47874",39387,11,19,34,NA
"47875",39388,23,28,48,NA
"47876",39389,4,19,20,45
"47877",39390,5,29,40,NA
"47878",39391,12,NA,NA,NA
"47879",39392,18,35,NA,NA
"47880",39393,21,27,28,NA
"47881",39394,2,24,44,45
"47882",39395,6,12,17,19
"47883",27,42,NA,NA,NA
"47884",39396,12,31,36,48
"47885",39397,5,NA,NA,NA
"47886",39398,14,18,21,31
"47887",39399,1,23,36,38
"47888",39400,11,14,20,33
"47889",39401,33,36,42,NA
"47890",39402,12,31,36,NA
"47891",39403,23,24,40,41
"47892",43,NA,NA,NA,NA
"47893",39404,1,12,20,NA
"47894",39405,6,12,17,22
"47895",33,45,NA,NA,NA
"47896",39406,4,9,NA,NA
"47897",39407,2,3,21,36
"47898",39408,4,11,21,31
"47899",39409,3,23,32,NA
"47900",39410,2,5,22,45
"47901",39411,4,9,10,NA
"47902",39412,1,5,16,20
"47903",22,NA,NA,NA,NA
"47904",39413,6,NA,NA,NA
"47905",39414,1,26,31,35
"47906",38,40,47,NA,NA
"47907",39415,12,31,36,NA
"47908",39416,16,19,26,32
"47909",45,NA,NA,NA,NA
"47910",39417,23,24,40,41
"47911",43,NA,NA,NA,NA
"47912",39418,11,13,42,44
"47913",39419,2,8,10,17
"47914",21,29,41,NA,NA
"47915",39420,25,34,46,NA
"47916",39421,12,31,33,36
"47917",43,NA,NA,NA,NA
"47918",39422,7,9,11,37
"47919",45,NA,NA,NA,NA
"47920",39423,21,26,45,NA
"47921",39424,0,7,11,27
"47922",31,33,NA,NA,NA
"47923",39425,0,12,46,NA
"47924",39426,27,28,NA,NA
"47925",39427,0,8,35,44
"47926",39428,18,22,43,NA
"47927",39429,16,32,45,NA
"47928",39430,16,32,45,NA
"47929",39431,7,11,37,45
"47930",39432,2,29,42,NA
"47931",39433,7,15,NA,NA
"47932",39434,3,18,35,40
"47933",39435,12,31,36,48
"47934",39436,12,14,44,NA
"47935",39437,3,16,27,32
"47936",45,NA,NA,NA,NA
"47937",39438,14,26,44,NA
"47938",39439,17,29,47,NA
"47939",39440,14,27,44,NA
"47940",39441,0,13,31,35
"47941",42,46,NA,NA,NA
"47942",39442,7,14,15,31
"47943",39443,7,11,37,NA
"47944",39444,38,NA,NA,NA
"47945",39445,1,17,18,34
"47946",49,NA,NA,NA,NA
"47947",39446,4,5,21,24
"47948",39447,12,31,36,48
"47949",39448,3,18,35,NA
"47950",39449,6,35,37,42
"47951",39450,2,20,NA,NA
"47952",39451,5,19,22,NA
"47953",39452,40,NA,NA,NA
"47954",39453,7,22,NA,NA
"47955",39454,4,9,13,24
"47956",39455,16,32,45,NA
"47957",39456,33,42,NA,NA
"47958",39457,7,15,49,NA
"47959",39458,23,24,40,41
"47960",39459,4,9,14,20
"47961",44,NA,NA,NA,NA
"47962",39460,4,9,NA,NA
"47963",39461,1,5,13,22
"47964",39462,10,16,32,45
"47965",48,NA,NA,NA,NA
"47966",39463,4,8,13,28
"47967",39464,19,34,45,NA
"47968",39465,10,43,NA,NA
"47969",39466,4,47,NA,NA
"47970",39467,2,13,NA,NA
"47971",39468,0,2,25,42
"47972",39469,8,21,23,NA
"47973",39470,6,33,NA,NA
"47974",39471,14,17,44,NA
"47975",39472,17,29,47,NA
"47976",39473,5,11,13,22
"47977",39474,3,12,18,35
"47978",39475,23,24,40,41
"47979",43,NA,NA,NA,NA
"47980",39476,14,17,23,32
"47981",44,NA,NA,NA,NA
"47982",39477,16,32,45,48
"47983",39478,2,6,7,33
"47984",43,44,45,NA,NA
"47985",39479,3,20,22,35
"47986",39480,4,9,NA,NA
"47987",39481,27,28,31,NA
"47988",39482,16,38,NA,NA
"47989",39483,15,18,NA,NA
"47990",39484,4,27,28,45
"47991",39485,16,32,45,NA
"47992",39486,14,NA,NA,NA
"47993",39487,7,15,49,NA
"47994",39488,36,43,NA,NA
"47995",39489,1,10,18,37
"47996",39490,9,11,14,20
"47997",44,NA,NA,NA,NA
"47998",39491,5,25,33,42
"47999",49,NA,NA,NA,NA
"48000",39492,16,35,40,NA
"48001",39493,5,11,22,NA
"48002",39494,4,9,35,NA
"48003",39495,11,20,NA,NA
"48004",39496,14,16,23,43
"48005",39497,8,29,NA,NA
"48006",39498,24,30,NA,NA
"48007",39499,11,27,40,NA
"48008",39500,33,42,NA,NA
"48009",39501,3,13,23,36
"48010",43,NA,NA,NA,NA
"48011",39502,47,NA,NA,NA
"48012",39503,14,NA,NA,NA
"48013",39504,29,33,42,NA
"48014",39505,9,27,28,NA
"48015",39506,0,2,4,21
"48016",35,41,46,NA,NA
"48017",39507,1,24,33,36
"48018",39508,18,37,NA,NA
"48019",39509,13,17,23,24
"48020",28,33,NA,NA,NA
"48021",39510,4,9,19,35
"48022",42,NA,NA,NA,NA
"48023",39511,3,13,26,37
"48024",38,39,49,NA,NA
"48025",39512,12,13,45,NA
"48026",39513,16,27,32,45
"48027",39514,1,4,6,8
"48028",9,28,36,NA,NA
"48029",39515,16,28,32,42
"48030",45,NA,NA,NA,NA
"48031",39516,48,NA,NA,NA
"48032",39517,7,12,24,39
"48033",41,NA,NA,NA,NA
"48034",39518,7,23,26,29
"48035",43,NA,NA,NA,NA
"48036",39519,15,42,NA,NA
"48037",39520,5,22,46,NA
"48038",39521,0,15,16,45
"48039",39522,1,5,17,22
"48040",39523,3,18,35,NA
"48041",39524,5,22,NA,NA
"48042",39525,7,15,49,NA
"48043",39526,10,19,26,28
"48044",42,NA,NA,NA,NA
"48045",39527,16,26,27,NA
"48046",39528,12,31,36,48
"48047",39529,0,2,46,NA
"48048",39530,2,16,32,45
"48049",39531,2,31,NA,NA
"48050",39532,27,28,NA,NA
"48051",39533,23,24,40,41
"48052",43,NA,NA,NA,NA
"48053",39534,3,5,22,NA
"48054",39535,1,9,19,41
"48055",39536,3,10,21,27
"48056",28,NA,NA,NA,NA
"48057",39537,1,5,11,14
"48058",22,32,NA,NA,NA
"48059",39538,0,2,46,NA
"48060",39539,4,9,NA,NA
"48061",39540,3,6,27,28
"48062",39541,7,15,NA,NA
"48063",39542,14,44,NA,NA
"48064",39543,7,27,28,32
"48065",39544,7,11,23,37
"48066",45,NA,NA,NA,NA
"48067",39545,3,7,9,36
"48068",45,NA,NA,NA,NA
"48069",39546,14,19,24,33
"48070",46,NA,NA,NA,NA
"48071",39547,11,16,46,NA
"48072",39548,8,9,10,34
"48073",39549,2,14,NA,NA
"48074",39550,9,21,25,35
"48075",49,NA,NA,NA,NA
"48076",39551,16,32,NA,NA
"48077",39552,4,NA,NA,NA
"48078",39553,7,11,37,45
"48079",39554,39,42,NA,NA
"48080",39555,5,22,31,NA
"48081",39556,3,18,35,NA
"48082",39557,15,21,46,NA
"48083",39558,33,42,NA,NA
"48084",39559,4,9,39,NA
"48085",39560,7,11,37,45
"48086",39561,7,9,NA,NA
"48087",39562,20,37,NA,NA
"48088",39563,33,42,NA,NA
"48089",39564,32,42,NA,NA
"48090",39565,1,19,43,NA
"48091",39566,3,NA,NA,NA
"48092",39567,17,29,34,47
"48093",39568,16,24,32,NA
"48094",39569,0,4,17,25
"48095",39570,16,32,45,NA
"48096",39571,4,5,12,22
"48097",25,27,28,48,NA
"48098",39572,12,34,39,42
"48099",39573,14,22,44,NA
"48100",39574,7,11,13,15
"48101",23,30,37,NA,NA
"48102",39575,10,24,26,27
"48103",49,NA,NA,NA,NA
"48104",39576,33,42,NA,NA
"48105",39577,4,9,17,32
"48106",39578,1,16,27,29
"48107",42,NA,NA,NA,NA
"48108",39579,7,11,14,23
"48109",46,NA,NA,NA,NA
"48110",39580,25,26,35,42
"48111",39581,0,5,22,NA
"48112",39582,12,40,NA,NA
"48113",39583,27,28,31,NA
"48114",39584,4,NA,NA,NA
"48115",39585,12,44,47,NA
"48116",39586,23,26,27,30
"48117",39587,12,31,36,NA
"48118",39588,13,28,32,NA
"48119",39589,3,18,35,NA
"48120",39590,0,7,12,19
"48121",23,30,33,NA,NA
"48122",39591,16,32,45,NA
"48123",39592,16,20,32,33
"48124",39593,4,9,19,28
"48125",39594,5,22,NA,NA
"48126",39595,1,19,NA,NA
"48127",39596,0,22,28,48
"48128",39597,0,15,20,24
"48129",37,41,NA,NA,NA
"48130",39598,25,34,NA,NA
"48131",39599,14,44,NA,NA
"48132",39600,1,7,17,26
"48133",39601,30,33,NA,NA
"48134",39602,3,12,22,40
"48135",39603,0,4,11,26
"48136",40,NA,NA,NA,NA
"48137",39604,14,44,NA,NA
"48138",39605,4,9,NA,NA
"48139",39606,9,36,NA,NA
"48140",39607,12,31,36,48
"48141",39608,23,24,40,41
"48142",43,NA,NA,NA,NA
"48143",39609,5,33,42,NA
"48144",39610,4,9,NA,NA
"48145",39611,1,19,46,NA
"48146",39612,35,37,42,49
"48147",39613,0,24,28,35
"48148",38,41,NA,NA,NA
"48149",39614,9,15,16,32
"48150",37,NA,NA,NA,NA
"48151",39615,7,11,37,45
"48152",48,NA,NA,NA,NA
"48153",39616,14,26,44,NA
"48154",39617,0,2,46,NA
"48155",39618,4,9,11,NA
"48156",39619,12,26,NA,NA
"48157",39620,0,2,20,46
"48158",39621,3,6,34,NA
"48159",39622,3,4,13,40
"48160",39623,7,11,37,45
"48161",39624,43,NA,NA,NA
"48162",39625,23,24,40,41
"48163",43,NA,NA,NA,NA
"48164",39626,16,32,45,NA
"48165",39627,14,31,34,35
"48166",44,NA,NA,NA,NA
"48167",39628,4,9,NA,NA
"48168",39629,10,33,42,NA
"48169",39630,5,20,34,46
"48170",39631,11,13,17,18
"48171",19,22,40,48,NA
"48172",39632,5,33,NA,NA
"48173",39633,4,13,22,35
"48174",38,NA,NA,NA,NA
"48175",39634,27,34,36,NA
"48176",39635,4,19,36,NA
"48177",39636,0,2,46,NA
"48178",39637,0,2,16,46
"48179",39638,7,15,49,NA
"48180",39639,16,32,45,NA
"48181",39640,0,24,NA,NA
"48182",39641,4,8,17,20
"48183",29,36,47,NA,NA
"48184",39642,24,27,28,29
"48185",33,NA,NA,NA,NA
"48186",39643,1,19,NA,NA
"48187",39644,24,25,26,NA
"48188",39645,9,14,NA,NA
"48189",39646,1,19,41,NA
"48190",39647,26,29,33,42
"48191",39648,12,13,22,23
"48192",28,NA,NA,NA,NA
"48193",39649,1,19,39,43
"48194",39650,4,6,9,11
"48195",14,24,40,45,NA
"48196",39651,11,13,19,NA
"48197",39652,5,13,27,28
"48198",48,NA,NA,NA,NA
"48199",39653,0,2,46,NA
"48200",39654,22,32,35,NA
"48201",39655,0,5,12,26
"48202",32,41,NA,NA,NA
"48203",39656,4,24,42,NA
"48204",39657,4,11,16,35
"48205",38,NA,NA,NA,NA
"48206",39658,14,44,NA,NA
"48207",39659,5,22,37,NA
"48208",39660,17,29,38,47
"48209",39661,7,11,29,37
"48210",45,NA,NA,NA,NA
"48211",39662,17,29,39,47
"48212",39663,12,31,36,48
"48213",39664,15,33,42,NA
"48214",39665,4,23,48,49
"48215",39666,0,2,24,46
"48216",39667,49,NA,NA,NA
"48217",39668,9,12,18,21
"48218",31,NA,NA,NA,NA
"48219",39669,7,15,49,NA
"48220",39670,6,36,NA,NA
"48221",39671,6,18,22,41
"48222",39672,0,45,46,NA
"48223",39673,7,11,18,20
"48224",32,37,45,47,NA
"48225",39674,3,8,9,18
"48226",25,35,45,NA,NA
"48227",39675,7,11,37,45
"48228",39676,14,34,40,42
"48229",44,NA,NA,NA,NA
"48230",39677,10,14,27,28
"48231",39678,1,19,NA,NA
"48232",39679,9,31,NA,NA
"48233",39680,2,9,33,36
"48234",45,47,48,NA,NA
"48235",39681,12,13,23,26
"48236",39682,1,19,28,32
"48237",49,NA,NA,NA,NA
"48238",39683,5,6,46,NA
"48239",39684,10,17,48,NA
"48240",39685,12,31,36,48
"48241",39686,8,17,36,NA
"48242",39687,12,14,22,25
"48243",28,33,NA,NA,NA
"48244",39688,28,45,NA,NA
"48245",39689,0,2,46,NA
"48246",39690,27,28,NA,NA
"48247",39691,7,13,14,24
"48248",25,NA,NA,NA,NA
"48249",39692,23,24,40,41
"48250",43,NA,NA,NA,NA
"48251",39693,6,14,27,28
"48252",39694,7,16,32,NA
"48253",39695,4,5,44,NA
"48254",39696,1,19,20,26
"48255",39697,21,33,46,NA
"48256",39698,5,9,40,NA
"48257",39699,5,22,NA,NA
"48258",39700,23,24,40,41
"48259",43,NA,NA,NA,NA
"48260",39701,6,22,27,28
"48261",49,NA,NA,NA,NA
"48262",39702,16,23,28,NA
"48263",39703,11,32,38,47
"48264",39704,16,17,28,38
"48265",39705,27,28,38,NA
"48266",39706,7,11,37,45
"48267",39707,16,32,45,NA
"48268",39708,3,18,35,NA
"48269",39709,14,40,44,NA
"48270",39710,36,41,44,NA
"48271",39711,4,5,6,22
"48272",30,NA,NA,NA,NA
"48273",39712,11,13,41,42
"48274",47,NA,NA,NA,NA
"48275",39713,4,14,15,42
"48276",44,NA,NA,NA,NA
"48277",39714,41,48,NA,NA
"48278",39715,14,19,44,NA
"48279",39716,16,32,45,NA
"48280",39717,13,16,25,48
"48281",39718,7,12,36,41
"48282",39719,8,43,NA,NA
"48283",39720,4,7,NA,NA
"48284",39721,27,28,30,35
"48285",39722,5,7,15,45
"48286",47,49,NA,NA,NA
"48287",39723,14,37,44,NA
"48288",39724,1,19,34,48
"48289",39725,16,28,34,42
"48290",46,48,NA,NA,NA
"48291",39726,4,9,25,NA
"48292",39727,3,7,18,35
"48293",39728,23,24,40,41
"48294",43,NA,NA,NA,NA
"48295",39729,16,26,29,49
"48296",39730,7,15,49,NA
"48297",39731,0,16,32,45
"48298",39732,14,16,42,NA
"48299",39733,14,44,NA,NA
"48300",39734,5,11,22,26
"48301",39735,1,6,16,NA
"48302",39736,4,9,23,NA
"48303",39737,6,20,28,NA
"48304",39738,17,29,47,NA
"48305",39739,4,6,9,25
"48306",29,30,31,35,NA
"48307",39740,4,9,30,NA
"48308",39741,0,1,10,19
"48309",31,46,48,NA,NA
"48310",39742,2,3,11,17
"48311",18,35,NA,NA,NA
"48312",39743,7,15,49,NA
"48313",39744,17,29,47,NA
"48314",39745,0,2,46,NA
"48315",39746,1,30,34,40
"48316",42,44,NA,NA,NA
"48317",39747,1,11,25,NA
"48318",39748,1,19,NA,NA
"48319",39749,30,NA,NA,NA
"48320",39750,16,32,40,NA
"48321",39751,1,8,19,34
"48322",43,NA,NA,NA,NA
"48323",39752,16,27,32,34
"48324",45,NA,NA,NA,NA
"48325",39753,10,23,33,41
"48326",39754,4,9,15,NA
"48327",39755,23,24,40,41
"48328",43,NA,NA,NA,NA
"48329",39756,23,24,40,41
"48330",43,NA,NA,NA,NA
"48331",39757,4,27,28,32
"48332",39758,18,27,28,31
"48333",40,NA,NA,NA,NA
"48334",39759,14,41,42,44
"48335",39760,4,9,20,34
"48336",49,NA,NA,NA,NA
"48337",39761,16,29,49,NA
"48338",39762,1,3,14,19
"48339",23,48,NA,NA,NA
"48340",39763,7,9,11,12
"48341",31,36,48,NA,NA
"48342",39764,4,17,29,49
"48343",39765,5,22,NA,NA
"48344",39766,5,18,45,NA
"48345",39767,15,30,40,46
"48346",39768,9,NA,NA,NA
"48347",39769,1,20,NA,NA
"48348",39770,7,21,37,NA
"48349",39771,0,6,10,11
"48350",16,32,45,49,NA
"48351",39772,7,11,37,NA
"48352",39773,33,37,42,NA
"48353",39774,4,9,11,NA
"48354",39775,0,2,16,17
"48355",23,46,NA,NA,NA
"48356",39776,20,23,28,NA
"48357",39777,1,3,NA,NA
"48358",39778,1,28,39,NA
"48359",39779,35,37,NA,NA
"48360",39780,2,23,24,45
"48361",39781,25,28,42,43
"48362",39782,12,14,20,29
"48363",33,38,39,NA,NA
"48364",39783,2,4,6,NA
"48365",39784,20,23,31,33
"48366",39785,12,31,36,48
"48367",39786,0,24,38,NA
"48368",39787,3,18,35,NA
"48369",39788,14,44,NA,NA
"48370",39789,29,33,42,47
"48371",39790,3,4,9,11
"48372",12,NA,NA,NA,NA
"48373",39791,9,25,39,42
"48374",45,NA,NA,NA,NA
"48375",39792,1,8,19,30
"48376",39793,4,9,29,NA
"48377",39794,30,NA,NA,NA
"48378",39795,0,16,17,26
"48379",48,NA,NA,NA,NA
"48380",39796,1,9,25,26
"48381",42,NA,NA,NA,NA
"48382",39797,7,15,49,NA
"48383",39798,3,10,18,35
"48384",37,NA,NA,NA,NA
"48385",39799,16,24,35,NA
"48386",39800,7,15,49,NA
"48387",39801,33,39,42,47
"48388",39802,1,23,41,NA
"48389",39803,7,11,37,45
"48390",39804,12,31,36,45
"48391",39805,33,38,39,41
"48392",39806,19,27,31,NA
"48393",39807,14,44,NA,NA
"48394",39808,4,7,13,25
"48395",37,40,NA,NA,NA
"48396",39809,3,18,35,NA
"48397",39810,12,31,36,48
"48398",39811,47,48,NA,NA
"48399",39812,4,17,29,47
"48400",39813,16,32,35,45
"48401",39814,6,8,33,42
"48402",39815,7,11,37,45
"48403",39816,14,16,17,20
"48404",25,47,NA,NA,NA
"48405",39817,26,36,43,45
"48406",39818,2,3,10,15
"48407",39819,7,15,49,NA
"48408",39820,0,9,12,31
"48409",36,48,NA,NA,NA
"48410",39821,17,29,47,NA
"48411",39822,5,30,39,NA
"48412",39823,0,36,37,NA
"48413",39824,10,19,29,46
"48414",39825,22,NA,NA,NA
"48415",39826,3,18,35,NA
"48416",39827,7,11,37,45
"48417",39828,14,44,NA,NA
"48418",39829,26,33,42,NA
"48419",39830,36,43,NA,NA
"48420",39831,5,10,22,27
"48421",39832,18,NA,NA,NA
"48422",39833,7,12,45,48
"48423",39834,13,15,22,28
"48424",29,37,NA,NA,NA
"48425",39835,8,14,NA,NA
"48426",39836,37,NA,NA,NA
"48427",39837,7,15,49,NA
"48428",39838,10,16,24,32
"48429",42,45,NA,NA,NA
"48430",39839,2,28,38,NA
"48431",39840,8,33,40,42
"48432",39841,0,13,22,28
"48433",46,NA,NA,NA,NA
"48434",39842,5,10,28,NA
"48435",39843,17,29,47,NA
"48436",39844,2,18,20,31
"48437",35,39,49,NA,NA
"48438",39845,3,18,35,49
"48439",39846,12,33,46,NA
"48440",39847,12,31,36,41
"48441",48,NA,NA,NA,NA
"48442",39848,4,9,NA,NA
"48443",39849,12,28,31,47
"48444",39850,2,35,42,NA
"48445",39851,2,14,37,NA
"48446",39852,5,22,NA,NA
"48447",39853,23,24,40,41
"48448",43,NA,NA,NA,NA
"48449",39854,10,37,NA,NA
"48450",39855,27,32,NA,NA
"48451",39856,1,45,NA,NA
"48452",39857,33,42,NA,NA
"48453",39858,12,31,36,48
"48454",39859,5,22,47,NA
"48455",39860,12,31,36,48
"48456",39861,30,31,33,42
"48457",45,NA,NA,NA,NA
"48458",39862,2,8,14,44
"48459",39863,1,6,NA,NA
"48460",39864,5,39,NA,NA
"48461",39865,7,18,38,NA
"48462",39866,25,40,48,NA
"48463",39867,17,26,29,47
"48464",39868,10,17,48,NA
"48465",39869,9,10,25,NA
"48466",39870,4,10,27,36
"48467",39871,4,11,28,31
"48468",37,NA,NA,NA,NA
"48469",39872,12,31,36,48
"48470",39873,15,17,23,NA
"48471",39874,1,5,26,28
"48472",39,NA,NA,NA,NA
"48473",39875,10,26,NA,NA
"48474",39876,12,31,36,NA
"48475",39877,4,9,11,20
"48476",25,NA,NA,NA,NA
"48477",39878,4,5,22,33
"48478",38,44,NA,NA,NA
"48479",39879,14,44,NA,NA
"48480",39880,7,11,37,45
"48481",39881,3,10,18,33
"48482",35,NA,NA,NA,NA
"48483",39882,3,8,18,35
"48484",45,NA,NA,NA,NA
"48485",39883,0,2,3,15
"48486",24,26,46,NA,NA
"48487",39884,24,28,41,NA
"48488",39885,31,36,46,NA
"48489",39886,0,18,47,NA
"48490",39887,6,7,29,38
"48491",39888,7,15,NA,NA
"48492",39889,33,42,NA,NA
"48493",39890,12,31,36,48
"48494",39891,19,27,28,NA
"48495",39892,0,2,21,46
"48496",39893,0,21,36,46
"48497",39894,6,14,23,44
"48498",39895,3,4,9,19
"48499",26,30,49,NA,NA
"48500",39896,8,14,23,39
"48501",39897,27,28,NA,NA
"48502",39898,9,NA,NA,NA
"48503",39899,4,5,16,27
"48504",39900,9,NA,NA,NA
"48505",39901,11,17,24,NA
"48506",39902,14,17,22,24
"48507",26,38,44,45,NA
"48508",39903,9,37,NA,NA
"48509",39904,17,29,NA,NA
"48510",39905,4,8,9,30
"48511",39906,2,5,14,32
"48512",38,NA,NA,NA,NA
"48513",39907,5,7,22,42
"48514",39908,33,36,42,NA
"48515",39909,7,28,44,45
"48516",39910,3,13,18,35
"48517",39911,7,11,19,37
"48518",45,46,NA,NA,NA
"48519",39912,0,7,32,NA
"48520",39913,29,40,45,NA
"48521",39914,3,18,19,35
"48522",39915,36,NA,NA,NA
"48523",39916,30,31,NA,NA
"48524",39917,2,4,9,NA
"48525",39918,12,31,36,NA
"48526",39919,18,31,35,NA
"48527",39920,11,22,25,44
"48528",48,NA,NA,NA,NA
"48529",39921,33,42,47,NA
"48530",39922,28,33,34,35
"48531",39923,4,6,18,24
"48532",39924,18,21,23,25
"48533",32,38,NA,NA,NA
"48534",39925,2,3,18,31
"48535",35,45,46,NA,NA
"48536",39926,11,20,24,NA
"48537",39927,3,18,35,NA
"48538",39928,17,20,42,NA
"48539",39929,2,27,28,44
"48540",39930,4,18,41,47
"48541",39931,33,46,NA,NA
"48542",39932,4,9,NA,NA
"48543",39933,14,22,44,NA
"48544",39934,4,9,37,NA
"48545",39935,3,18,35,NA
"48546",39936,7,11,37,45
"48547",39937,1,2,19,NA
"48548",39938,33,42,NA,NA
"48549",39939,0,5,19,46
"48550",39940,15,19,28,NA
"48551",39941,14,44,NA,NA
"48552",39942,0,NA,NA,NA
"48553",39943,12,18,23,24
"48554",41,46,NA,NA,NA
"48555",39944,12,32,NA,NA
"48556",39945,8,38,NA,NA
"48557",39946,0,1,9,14
"48558",39947,30,NA,NA,NA
"48559",39948,11,48,NA,NA
"48560",39949,7,15,36,49
"48561",39950,1,4,14,26
"48562",48,NA,NA,NA,NA
"48563",39951,0,15,20,NA
"48564",39952,4,25,37,NA
"48565",39953,4,9,NA,NA
"48566",39954,0,5,22,41
"48567",39955,5,24,NA,NA
"48568",39956,1,14,32,43
"48569",39957,7,15,26,NA
"48570",39958,4,6,10,20
"48571",24,32,34,39,NA
"48572",39959,11,24,NA,NA
"48573",39960,4,9,NA,NA
"48574",39961,23,27,28,NA
"48575",39962,0,2,37,46
"48576",39963,4,7,9,NA
"48577",39964,18,21,NA,NA
"48578",39965,34,35,NA,NA
"48579",39966,3,24,34,NA
"48580",39967,6,24,27,39
"48581",40,42,46,49,NA
"48582",39968,9,29,36,41
"48583",39969,4,9,36,38
"48584",39970,25,32,45,NA
"48585",39971,7,11,37,45
"48586",39972,33,42,NA,NA
"48587",39973,7,11,37,46
"48588",39974,23,24,40,41
"48589",43,NA,NA,NA,NA
"48590",39975,4,19,22,30
"48591",38,NA,NA,NA,NA
"48592",39976,7,15,29,49
"48593",39977,2,45,NA,NA
"48594",39978,0,24,40,48
"48595",39979,4,9,34,NA
"48596",39980,1,19,NA,NA
"48597",39981,16,32,45,NA
"48598",39982,4,13,14,18
"48599",39983,12,27,28,44
"48600",46,48,NA,NA,NA
"48601",39984,27,28,NA,NA
"48602",39985,8,27,28,NA
"48603",39986,3,18,35,NA
"48604",39987,1,2,NA,NA
"48605",39988,27,28,39,NA
"48606",39989,9,15,43,NA
